trip_id,pattern_id,pattern_name
13657494,285824,W1
13657495,285824,W1
13657497,285824,W1
13657499,285824,W1
13657500,285824,W1
13657501,285824,W1
13657502,285824,W1
13657503,285824,W1
13657504,285824,W1
13657505,285824,W1
13657506,285824,W1
13657507,285824,W1
13657508,285824,W1
13657509,285824,W1
13657510,285824,W1
13657511,285824,W1
13657512,285824,W1
13657513,285824,W1
13657514,285824,W1
13657515,285824,W1
13657516,285824,W1
13657517,285824,W1
13657518,285824,W1
13657519,285824,W1
13657520,285824,W1
13657521,285824,W1
13657522,285824,W1
13657523,285824,W1
13657524,285824,W1
13657525,285824,W1
13657526,285824,W1
13657527,285824,W1
13657528,285824,W1
13657529,285824,W1
13657627,285824,W1
13657628,285824,W1
13657629,285824,W1
13657630,285824,W1
13657631,285824,W1
13657632,285824,W1
13657633,285824,W1
13657634,285824,W1
13657635,285824,W1
13657637,285824,W1
13657639,285824,W1
13657641,285824,W1
13657643,285824,W1
13657645,285824,W1
13657647,285824,W1
13657649,285824,W1
13657651,285824,W1
13657653,285824,W1
13657655,285824,W1
13657657,285824,W1
13657659,285824,W1
13657661,285824,W1
13657663,285824,W1
13657665,285824,W1
13657667,285824,W1
13657697,285824,W1
13657698,285824,W1
13657699,285824,W1
13657700,285824,W1
13657701,285824,W1
13657702,285824,W1
13657703,285824,W1
13657704,285824,W1
13657705,285824,W1
13657706,285824,W1
13657707,285824,W1
13657708,285824,W1
13657709,285824,W1
13657710,285824,W1
13657711,285824,W1
13657712,285824,W1
13657713,285824,W1
13657714,285824,W1
13657715,285824,W1
13657716,285824,W1
13657717,285824,W1
13657718,285824,W1
13657719,285824,W1
13657720,285824,W1
13657721,285824,W1
13657722,285824,W1
13657723,285824,W1
13657724,285824,W1
13657822,285824,W1
13657823,285824,W1
13657824,285824,W1
13657825,285824,W1
13657826,285824,W1
13657827,285824,W1
13657828,285824,W1
13657829,285824,W1
13657830,285824,W1
13657832,285824,W1
13657834,285824,W1
13657836,285824,W1
13657838,285824,W1
13657840,285824,W1
13657842,285824,W1
13657844,285824,W1
13657846,285824,W1
13657848,285824,W1
13657850,285824,W1
13657852,285824,W1
13657854,285824,W1
13657856,285824,W1
13657858,285824,W1
13657886,285824,W1
13657887,285824,W1
13657888,285824,W1
13657889,285824,W1
13657890,285824,W1
13657891,285824,W1
13657892,285824,W1
13657893,285824,W1
13657894,285824,W1
13657895,285824,W1
13657896,285824,W1
13657897,285824,W1
13657898,285824,W1
13657899,285824,W1
13657900,285824,W1
13657901,285824,W1
13657902,285824,W1
13657903,285824,W1
13657904,285824,W1
13657905,285824,W1
13657906,285824,W1
13657907,285824,W1
13657908,285824,W1
13657909,285824,W1
13657910,285824,W1
13657911,285824,W1
13657912,285824,W1
13657913,285824,W1
13657914,285824,W1
13657915,285824,W1
13657916,285824,W1
13657917,285824,W1
13657918,285824,W1
13719357,285824,W1
13719358,285824,W1
13719359,285824,W1
13719360,285824,W1
13719361,285824,W1
13719362,285824,W1
13719363,285824,W1
13719364,285824,W1
13719365,285824,W1
13719366,285824,W1
13719367,285824,W1
13719368,285824,W1
13719379,285824,W1
13719380,285824,W1
13720807,285824,W1
13720808,285824,W1
13720809,285824,W1
13720810,285824,W1
13720811,285824,W1
13720812,285824,W1
13720813,285824,W1
13720814,285824,W1
13720815,285824,W1
13720816,285824,W1
13720817,285824,W1
13720818,285824,W1
13657425,285825,W2
13657427,285825,W2
13657429,285825,W2
13657432,285825,W2
13657434,285825,W2
13657437,285825,W2
13657439,285825,W2
13657442,285825,W2
13657445,285825,W2
13657447,285825,W2
13657449,285825,W2
13657451,285825,W2
13657453,285825,W2
13657455,285825,W2
13657457,285825,W2
13657459,285825,W2
13657461,285825,W2
13657463,285825,W2
13657465,285825,W2
13657467,285825,W2
13657469,285825,W2
13657471,285825,W2
13657473,285825,W2
13657475,285825,W2
13657477,285825,W2
13657479,285825,W2
13657482,285825,W2
13657487,285825,W2
13657489,285825,W2
13657493,285825,W2
13657498,285825,W2
13657636,285825,W2
13657638,285825,W2
13657640,285825,W2
13657642,285825,W2
13657644,285825,W2
13657646,285825,W2
13657648,285825,W2
13657650,285825,W2
13657652,285825,W2
13657654,285825,W2
13657656,285825,W2
13657658,285825,W2
13657660,285825,W2
13657662,285825,W2
13657664,285825,W2
13657666,285825,W2
13657668,285825,W2
13657831,285825,W2
13657833,285825,W2
13657835,285825,W2
13657837,285825,W2
13657839,285825,W2
13657841,285825,W2
13657843,285825,W2
13657845,285825,W2
13657847,285825,W2
13657849,285825,W2
13657851,285825,W2
13657853,285825,W2
13657855,285825,W2
13657857,285825,W2
13719369,285825,W2
13719370,285825,W2
13719371,285825,W2
13719372,285825,W2
13719373,285825,W2
13719374,285825,W2
13719375,285825,W2
13719376,285825,W2
13719377,285825,W2
13719378,285825,W2
13720796,285825,W2
13720797,285825,W2
13720798,285825,W2
13720799,285825,W2
13720800,285825,W2
13720801,285825,W2
13720802,285825,W2
13720803,285825,W2
13720804,285825,W2
13720805,285825,W2
13720806,285825,W2
13657919,285826,N1
13657920,285826,N1
13657921,285826,N1
13657922,285826,N1
13657923,285826,N1
13657924,285826,N1
13657925,285826,N1
13657926,285826,N1
13657927,285826,N1
13657928,285826,N1
13657929,285826,N1
13657930,285826,N1
13657931,285826,N1
13657932,285826,N1
13657933,285826,N1
13657934,285826,N1
13657935,285826,N1
13657936,285826,N1
13657937,285826,N1
13657938,285826,N1
13657939,285826,N1
13657940,285826,N1
13657941,285826,N1
13657942,285826,N1
13657943,285826,N1
13657944,285826,N1
13657945,285826,N1
13657946,285826,N1
13657947,285826,N1
13657948,285826,N1
13657949,285826,N1
13657950,285826,N1
13657951,285826,N1
13657952,285826,N1
13657953,285826,N1
13657954,285826,N1
13657955,285826,N1
13657956,285826,N1
13657957,285826,N1
13657958,285826,N1
13657959,285826,N1
13657960,285826,N1
13657961,285826,N1
13657962,285826,N1
13657963,285826,N1
13657964,285826,N1
13657965,285826,N1
13657966,285826,N1
13657967,285826,N1
13657968,285826,N1
13657969,285826,N1
13657970,285826,N1
13657971,285826,N1
13657972,285826,N1
13657973,285826,N1
13657974,285826,N1
13657975,285826,N1
13657976,285826,N1
13657977,285826,N1
13657978,285826,N1
13657979,285826,N1
13657980,285826,N1
13657981,285826,N1
13657982,285826,N1
13657983,285826,N1
13657984,285826,N1
13657985,285826,N1
13657986,285826,N1
13657987,285826,N1
13657988,285826,N1
13657989,285826,N1
13657990,285826,N1
13657991,285826,N1
13657992,285826,N1
13657993,285826,N1
13657994,285826,N1
13657995,285826,N1
13657996,285826,N1
13657997,285826,N1
13657998,285826,N1
13657999,285826,N1
13658000,285826,N1
13658001,285826,N1
13658002,285826,N1
13658003,285826,N1
13658089,285826,N1
13658090,285826,N1
13658091,285826,N1
13658092,285826,N1
13658093,285826,N1
13658094,285826,N1
13658095,285826,N1
13658096,285826,N1
13658097,285826,N1
13658098,285826,N1
13658099,285826,N1
13658100,285826,N1
13658101,285826,N1
13658102,285826,N1
13658103,285826,N1
13658104,285826,N1
13658105,285826,N1
13658106,285826,N1
13658107,285826,N1
13658108,285826,N1
13658109,285826,N1
13658110,285826,N1
13658111,285826,N1
13658112,285826,N1
13658113,285826,N1
13658114,285826,N1
13658115,285826,N1
13658116,285826,N1
13658117,285826,N1
13658118,285826,N1
13658119,285826,N1
13658120,285826,N1
13658121,285826,N1
13658122,285826,N1
13658123,285826,N1
13658124,285826,N1
13658125,285826,N1
13658126,285826,N1
13658127,285826,N1
13658128,285826,N1
13658129,285826,N1
13658130,285826,N1
13658131,285826,N1
13658132,285826,N1
13658133,285826,N1
13658134,285826,N1
13658135,285826,N1
13658136,285826,N1
13658137,285826,N1
13658138,285826,N1
13658139,285826,N1
13658140,285826,N1
13658141,285826,N1
13658142,285826,N1
13658143,285826,N1
13658144,285826,N1
13658145,285826,N1
13658146,285826,N1
13658147,285826,N1
13658148,285826,N1
13658149,285826,N1
13658150,285826,N1
13658151,285826,N1
13658152,285826,N1
13658153,285826,N1
13658154,285826,N1
13658155,285826,N1
13658156,285826,N1
13658157,285826,N1
13658158,285826,N1
13658159,285826,N1
13658160,285826,N1
13658161,285826,N1
13658162,285826,N1
13658163,285826,N1
13658164,285826,N1
13658165,285826,N1
13658166,285826,N1
13658167,285826,N1
13658247,285826,N1
13658248,285826,N1
13658249,285826,N1
13658250,285826,N1
13658251,285826,N1
13658252,285826,N1
13658253,285826,N1
13658254,285826,N1
13658255,285826,N1
13658256,285826,N1
13658257,285826,N1
13658258,285826,N1
13658259,285826,N1
13658260,285826,N1
13658261,285826,N1
13658262,285826,N1
13658263,285826,N1
13658264,285826,N1
13658265,285826,N1
13658266,285826,N1
13658267,285826,N1
13658268,285826,N1
13658269,285826,N1
13658270,285826,N1
13658271,285826,N1
13658272,285826,N1
13658273,285826,N1
13658274,285826,N1
13658275,285826,N1
13658276,285826,N1
13658277,285826,N1
13658278,285826,N1
13658279,285826,N1
13658280,285826,N1
13658281,285826,N1
13658282,285826,N1
13658283,285826,N1
13658284,285826,N1
13658285,285826,N1
13658286,285826,N1
13658287,285826,N1
13658288,285826,N1
13658289,285826,N1
13658290,285826,N1
13658291,285826,N1
13658292,285826,N1
13658293,285826,N1
13658294,285826,N1
13658295,285826,N1
13658296,285826,N1
13658297,285826,N1
13658298,285826,N1
13658299,285826,N1
13658300,285826,N1
13658301,285826,N1
13658302,285826,N1
13658303,285826,N1
13658304,285826,N1
13658305,285826,N1
13658306,285826,N1
13658307,285826,N1
13658308,285826,N1
13658309,285826,N1
13658310,285826,N1
13658311,285826,N1
13658312,285826,N1
13658313,285826,N1
13658314,285826,N1
13658315,285826,N1
13658316,285826,N1
13658317,285826,N1
13658318,285826,N1
13658319,285826,N1
13658320,285826,N1
13658004,285827,S1
13658005,285827,S1
13658006,285827,S1
13658007,285827,S1
13658008,285827,S1
13658009,285827,S1
13658010,285827,S1
13658011,285827,S1
13658012,285827,S1
13658013,285827,S1
13658014,285827,S1
13658015,285827,S1
13658016,285827,S1
13658017,285827,S1
13658018,285827,S1
13658019,285827,S1
13658020,285827,S1
13658021,285827,S1
13658022,285827,S1
13658023,285827,S1
13658024,285827,S1
13658025,285827,S1
13658026,285827,S1
13658027,285827,S1
13658028,285827,S1
13658029,285827,S1
13658030,285827,S1
13658031,285827,S1
13658032,285827,S1
13658033,285827,S1
13658034,285827,S1
13658035,285827,S1
13658036,285827,S1
13658037,285827,S1
13658038,285827,S1
13658039,285827,S1
13658040,285827,S1
13658041,285827,S1
13658042,285827,S1
13658043,285827,S1
13658044,285827,S1
13658045,285827,S1
13658046,285827,S1
13658047,285827,S1
13658048,285827,S1
13658049,285827,S1
13658050,285827,S1
13658051,285827,S1
13658052,285827,S1
13658053,285827,S1
13658054,285827,S1
13658055,285827,S1
13658056,285827,S1
13658057,285827,S1
13658058,285827,S1
13658059,285827,S1
13658060,285827,S1
13658061,285827,S1
13658062,285827,S1
13658063,285827,S1
13658064,285827,S1
13658065,285827,S1
13658066,285827,S1
13658067,285827,S1
13658068,285827,S1
13658069,285827,S1
13658070,285827,S1
13658071,285827,S1
13658072,285827,S1
13658073,285827,S1
13658074,285827,S1
13658075,285827,S1
13658076,285827,S1
13658077,285827,S1
13658078,285827,S1
13658079,285827,S1
13658080,285827,S1
13658081,285827,S1
13658082,285827,S1
13658083,285827,S1
13658084,285827,S1
13658085,285827,S1
13658086,285827,S1
13658087,285827,S1
13658088,285827,S1
13658168,285827,S1
13658169,285827,S1
13658170,285827,S1
13658171,285827,S1
13658172,285827,S1
13658173,285827,S1
13658174,285827,S1
13658175,285827,S1
13658176,285827,S1
13658177,285827,S1
13658178,285827,S1
13658179,285827,S1
13658180,285827,S1
13658181,285827,S1
13658182,285827,S1
13658183,285827,S1
13658184,285827,S1
13658185,285827,S1
13658186,285827,S1
13658187,285827,S1
13658188,285827,S1
13658189,285827,S1
13658190,285827,S1
13658191,285827,S1
13658192,285827,S1
13658193,285827,S1
13658194,285827,S1
13658195,285827,S1
13658196,285827,S1
13658197,285827,S1
13658198,285827,S1
13658199,285827,S1
13658200,285827,S1
13658201,285827,S1
13658202,285827,S1
13658203,285827,S1
13658204,285827,S1
13658205,285827,S1
13658206,285827,S1
13658207,285827,S1
13658208,285827,S1
13658209,285827,S1
13658210,285827,S1
13658211,285827,S1
13658212,285827,S1
13658213,285827,S1
13658214,285827,S1
13658215,285827,S1
13658216,285827,S1
13658217,285827,S1
13658218,285827,S1
13658219,285827,S1
13658220,285827,S1
13658221,285827,S1
13658222,285827,S1
13658223,285827,S1
13658224,285827,S1
13658225,285827,S1
13658226,285827,S1
13658227,285827,S1
13658228,285827,S1
13658229,285827,S1
13658230,285827,S1
13658231,285827,S1
13658232,285827,S1
13658233,285827,S1
13658234,285827,S1
13658235,285827,S1
13658236,285827,S1
13658237,285827,S1
13658238,285827,S1
13658239,285827,S1
13658240,285827,S1
13658241,285827,S1
13658242,285827,S1
13658243,285827,S1
13658244,285827,S1
13658245,285827,S1
13658246,285827,S1
13658321,285827,S1
13658322,285827,S1
13658323,285827,S1
13658324,285827,S1
13658325,285827,S1
13658326,285827,S1
13658327,285827,S1
13658328,285827,S1
13658329,285827,S1
13658330,285827,S1
13658331,285827,S1
13658332,285827,S1
13658333,285827,S1
13658334,285827,S1
13658335,285827,S1
13658336,285827,S1
13658337,285827,S1
13658338,285827,S1
13658339,285827,S1
13658340,285827,S1
13658341,285827,S1
13658342,285827,S1
13658343,285827,S1
13658344,285827,S1
13658345,285827,S1
13658346,285827,S1
13658347,285827,S1
13658348,285827,S1
13658349,285827,S1
13658350,285827,S1
13658351,285827,S1
13658352,285827,S1
13658353,285827,S1
13658354,285827,S1
13658355,285827,S1
13658356,285827,S1
13658357,285827,S1
13658358,285827,S1
13658359,285827,S1
13658360,285827,S1
13658361,285827,S1
13658362,285827,S1
13658363,285827,S1
13658364,285827,S1
13658365,285827,S1
13658366,285827,S1
13658367,285827,S1
13658368,285827,S1
13658369,285827,S1
13658370,285827,S1
13658371,285827,S1
13658372,285827,S1
13658373,285827,S1
13658374,285827,S1
13658375,285827,S1
13658376,285827,S1
13658377,285827,S1
13658378,285827,S1
13658379,285827,S1
13658380,285827,S1
13658381,285827,S1
13658382,285827,S1
13658383,285827,S1
13658384,285827,S1
13658385,285827,S1
13658386,285827,S1
13658387,285827,S1
13658388,285827,S1
13658389,285827,S1
13658390,285827,S1
13658391,285827,S1
13658392,285827,S1
13658393,285827,S1
13658394,285827,S1
13658431,285832,EB4
13658432,285832,EB4
13658433,285832,EB4
13658434,285832,EB4
13658435,285832,EB4
13658584,285832,EB4
13658585,285832,EB4
13658638,285832,EB4
13658726,285832,EB4
13658730,285832,EB4
13658731,285832,EB4
13658732,285832,EB4
13658734,285832,EB4
13658407,285833,EB6
13658409,285833,EB6
13658443,285833,EB6
13658444,285833,EB6
13658474,285833,EB6
13658475,285833,EB6
13658570,285833,EB6
13658579,285833,EB6
13658583,285833,EB6
13658588,285833,EB6
13658596,285833,EB6
13658599,285833,EB6
13658600,285833,EB6
13658612,285833,EB6
13658613,285833,EB6
13658614,285833,EB6
13658628,285833,EB6
13658717,285833,EB6
13658744,285833,EB6
13658745,285833,EB6
13658749,285833,EB6
13658754,285833,EB6
13658757,285833,EB6
13658761,285833,EB6
13658395,285834,EBEV4
13658398,285834,EBEV4
13658403,285834,EBEV4
13658404,285834,EBEV4
13658405,285834,EBEV4
13658416,285834,EBEV4
13658440,285834,EBEV4
13658441,285834,EBEV4
13658451,285834,EBEV4
13658454,285834,EBEV4
13658462,285834,EBEV4
13658479,285834,EBEV4
13658480,285834,EBEV4
13658605,285834,EBEV4
13658609,285834,EBEV4
13658623,285834,EBEV4
13658709,285834,EBEV4
13658712,285834,EBEV4
13658418,285835,EBEV4F
13658422,285835,EBEV4F
13658423,285835,EBEV4F
13658424,285835,EBEV4F
13658425,285835,EBEV4F
13658426,285835,EBEV4F
13658427,285835,EBEV4F
13658428,285835,EBEV4F
13658429,285835,EBEV4F
13658430,285835,EBEV4F
13658396,285836,EB1
13658397,285836,EB1
13658399,285836,EB1
13658400,285836,EB1
13658401,285836,EB1
13658402,285836,EB1
13658406,285836,EB1
13658408,285836,EB1
13658410,285836,EB1
13658411,285836,EB1
13658412,285836,EB1
13658413,285836,EB1
13658414,285836,EB1
13658415,285836,EB1
13658417,285836,EB1
13658419,285836,EB1
13658420,285836,EB1
13658421,285836,EB1
13658436,285836,EB1
13658437,285836,EB1
13658438,285836,EB1
13658439,285836,EB1
13658442,285836,EB1
13658445,285836,EB1
13658446,285836,EB1
13658447,285836,EB1
13658448,285836,EB1
13658449,285836,EB1
13658450,285836,EB1
13658452,285836,EB1
13658453,285836,EB1
13658455,285836,EB1
13658456,285836,EB1
13658457,285836,EB1
13658458,285836,EB1
13658459,285836,EB1
13658460,285836,EB1
13658461,285836,EB1
13658463,285836,EB1
13658464,285836,EB1
13658465,285836,EB1
13658466,285836,EB1
13658467,285836,EB1
13658468,285836,EB1
13658469,285836,EB1
13658470,285836,EB1
13658471,285836,EB1
13658472,285836,EB1
13658473,285836,EB1
13658476,285836,EB1
13658477,285836,EB1
13658478,285836,EB1
13658481,285836,EB1
13658563,285836,EB1
13658564,285836,EB1
13658565,285836,EB1
13658566,285836,EB1
13658567,285836,EB1
13658568,285836,EB1
13658569,285836,EB1
13658571,285836,EB1
13658572,285836,EB1
13658573,285836,EB1
13658574,285836,EB1
13658575,285836,EB1
13658576,285836,EB1
13658577,285836,EB1
13658580,285836,EB1
13658586,285836,EB1
13658587,285836,EB1
13658589,285836,EB1
13658590,285836,EB1
13658591,285836,EB1
13658592,285836,EB1
13658593,285836,EB1
13658594,285836,EB1
13658595,285836,EB1
13658598,285836,EB1
13658602,285836,EB1
13658604,285836,EB1
13658606,285836,EB1
13658607,285836,EB1
13658608,285836,EB1
13658615,285836,EB1
13658616,285836,EB1
13658617,285836,EB1
13658619,285836,EB1
13658620,285836,EB1
13658621,285836,EB1
13658622,285836,EB1
13658625,285836,EB1
13658626,285836,EB1
13658627,285836,EB1
13658629,285836,EB1
13658630,285836,EB1
13658631,285836,EB1
13658632,285836,EB1
13658633,285836,EB1
13658634,285836,EB1
13658635,285836,EB1
13658636,285836,EB1
13658637,285836,EB1
13658710,285836,EB1
13658711,285836,EB1
13658714,285836,EB1
13658715,285836,EB1
13658716,285836,EB1
13658718,285836,EB1
13658719,285836,EB1
13658720,285836,EB1
13658721,285836,EB1
13658722,285836,EB1
13658723,285836,EB1
13658725,285836,EB1
13658727,285836,EB1
13658729,285836,EB1
13658733,285836,EB1
13658736,285836,EB1
13658737,285836,EB1
13658739,285836,EB1
13658740,285836,EB1
13658741,285836,EB1
13658742,285836,EB1
13658743,285836,EB1
13658746,285836,EB1
13658747,285836,EB1
13658748,285836,EB1
13658752,285836,EB1
13658753,285836,EB1
13658760,285836,EB1
13658762,285836,EB1
13658763,285836,EB1
13658764,285836,EB1
13658765,285836,EB1
13658766,285836,EB1
13658767,285836,EB1
13658768,285836,EB1
13658769,285836,EB1
13658770,285836,EB1
13658771,285836,EB1
13658578,285837,EBWKND
13658581,285837,EBWKND
13658582,285837,EBWKND
13658597,285837,EBWKND
13658601,285837,EBWKND
13658603,285837,EBWKND
13658610,285837,EBWKND
13658611,285837,EBWKND
13658618,285837,EBWKND
13658624,285837,EBWKND
13658713,285837,EBWKND
13658724,285837,EBWKND
13658728,285837,EBWKND
13658735,285837,EBWKND
13658738,285837,EBWKND
13658750,285837,EBWKND
13658751,285837,EBWKND
13658755,285837,EBWKND
13658756,285837,EBWKND
13658758,285837,EBWKND
13658759,285837,EBWKND
13658482,285845,WB1
13658484,285845,WB1
13658485,285845,WB1
13658486,285845,WB1
13658487,285845,WB1
13658488,285845,WB1
13658489,285845,WB1
13658503,285845,WB1
13658504,285845,WB1
13658505,285845,WB1
13658506,285845,WB1
13658507,285845,WB1
13658508,285845,WB1
13658509,285845,WB1
13658512,285845,WB1
13658513,285845,WB1
13658514,285845,WB1
13658515,285845,WB1
13658516,285845,WB1
13658517,285845,WB1
13658518,285845,WB1
13658519,285845,WB1
13658521,285845,WB1
13658522,285845,WB1
13658523,285845,WB1
13658524,285845,WB1
13658526,285845,WB1
13658527,285845,WB1
13658528,285845,WB1
13658529,285845,WB1
13658530,285845,WB1
13658531,285845,WB1
13658532,285845,WB1
13658533,285845,WB1
13658534,285845,WB1
13658535,285845,WB1
13658536,285845,WB1
13658537,285845,WB1
13658538,285845,WB1
13658539,285845,WB1
13658540,285845,WB1
13658541,285845,WB1
13658545,285845,WB1
13658546,285845,WB1
13658547,285845,WB1
13658548,285845,WB1
13658549,285845,WB1
13658550,285845,WB1
13658551,285845,WB1
13658553,285845,WB1
13658554,285845,WB1
13658555,285845,WB1
13658556,285845,WB1
13658557,285845,WB1
13658558,285845,WB1
13658559,285845,WB1
13658560,285845,WB1
13658561,285845,WB1
13658562,285845,WB1
13658640,285845,WB1
13658641,285845,WB1
13658642,285845,WB1
13658643,285845,WB1
13658644,285845,WB1
13658646,285845,WB1
13658647,285845,WB1
13658648,285845,WB1
13658649,285845,WB1
13658650,285845,WB1
13658651,285845,WB1
13658652,285845,WB1
13658653,285845,WB1
13658657,285845,WB1
